"","shape","cell.width","cell.length","ratio","size.class","Acrobeles_emmatus_MB04","Acrobeles_emmatus_MB05","Acrobeles_emmatus_MB06","Acrobeles_emmatus_MB07","Acrobeles_emmatus_MB20","Acrobeles_emmatus_MB36","Acrobeles_mariannae_MB02","Acrobeles_mariannae_MB11","Acrobeles_mariannae_MB12","Acrobeles_mariannae_MB19","Acrobeles_mariannae_MB35","Acrobeles_mariannae_MB37","Acrobeles_sp_MB10","Acrobeles_sp_MB33","Acrobeloides_sp_MB26","Acrobeloides_sp_MB39","Acrobeloides_sp_MB40","Cervidellus_sp_MB03","Cervidellus_sp_MB24","Mesorhabditis_sp_MB16","Mesorhabditis_sp_MB17","Mesorhabditis_sp_MB27","Mesorhabditis_sp_MB28","PC_sample_A_PC1","PC_sample_E_PC4","PC_sample_F_PC5","PC_sample_G_PC3","PC_sample_M_PC2","Stegelleta_sp_MB01","Stegelleta_sp_MB14","Stegelleta_sp_MB15","Stegelleta_sp_MB31","Stegelleta_sp_MB32","Stegelleta_sp_MB38","Stegelletina_sp_MB09","Stegelletina_sp_MB13","Stegelletina_sp_MB21","Stegelletina_sp_MB29","Stegelletina_sp_MB30","Stegelletina_sp_MB34","total","superkingdom","kingdom","phylum","class","order","family","genus","tax"
"Belnapia rosea","coccus",1.8,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Belnapia","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Belnapia;Belnapia rosea"
"Blastococcus saxobsidens","coccus",1.35,1.35,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Blastococcus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus saxobsidens"
"Bradyrhizobium diazoefficiens","rod",1.35,1.35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium diazoefficiens"
"Croceibacterium xixiisoli","coccus",0.45,0.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceibacterium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceibacterium;Croceibacterium xixiisoli"
"Fimbriiglobus ruber","coccus",2.2,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,"Bacteria","Pseudomonadati","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Fimbriiglobus","Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Fimbriiglobus;Fimbriiglobus ruber"
"Friedmanniella luteola","coccus",1.35,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,496,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Friedmanniella","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Friedmanniella;Friedmanniella luteola"
"Jeotgalicoccus huakuii","coccus",0.6,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,"Bacteria","Bacillati","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus huakuii"
"Jeotgalicoccus marinus","coccus",0.9,0.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,"Bacteria","Bacillati","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus","Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus marinus"
"Kocuria salsicia","coccus",1.25,1.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria salsicia"
"Metaplanococcus flavidus","coccus",0.8,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,"Bacteria","Bacillati","Bacillota","Bacilli","Bacillales","Caryophanaceae","Metaplanococcus","Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Metaplanococcus;Metaplanococcus flavidus"
"Microlunatus endophyticus","coccus",0.6,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus endophyticus"
"Microlunatus flavus","ovoid",0.65,0.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus flavus"
"Microlunatus ginsengisoli","coccus",0.65,0.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus ginsengisoli"
"Microlunatus okinawensis","coccus",0.65,0.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Microlunatus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus okinawensis"
"Murdochiella asaccharolytica","coccus",0.55,0.55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,"Bacteria","Bacillati","Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Murdochiella","Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Murdochiella;Murdochiella asaccharolytica"
"Nakamurella flavida","coccus",0.9,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Nakamurellales","Nakamurellaceae","Nakamurella","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella flavida"
"Nocardioides marmoribigeumensis","coccus",0.4,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides marmoribigeumensis"
"Oleiharenicola alkalitolerans","coccus",0.75,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,283,"Bacteria","Pseudomonadati","Verrucomicrobiota","Opitutia","Opitutales","Opitutaceae","Oleiharenicola","Bacteria;Pseudomonadati;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae;Oleiharenicola;Oleiharenicola alkalitolerans"
"Peptostreptococcus stomatis","coccus",0.8,0.8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1244,"Bacteria","Bacillati","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Peptostreptococcus","Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus stomatis"
"Roseomonas aerilata","coccus",1.35,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Roseomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;Roseomonas aerilata"
"Roseomonas nepalensis","coccus",1.15,1.15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Roseomonas","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;Roseomonas nepalensis"
"Siccirubricoccus deserti","coccus",0.75,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Siccirubricoccus","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Siccirubricoccus;Siccirubricoccus deserti"
"Singulisphaera rosea","coccus",2.5,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Bacteria","Pseudomonadati","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera","Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Singulisphaera;Singulisphaera rosea"
"Belnapia soli","coccus",0.85,0.86,1.011764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Roseomonadaceae","Belnapia","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Belnapia;Belnapia soli"
"Paracoccus nototheniae","coccus",1.2,1.3,1.083333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,79,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus nototheniae"
"Pseudolysinimonas kribbensis","rod",0.95,1.1,1.157894737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Pseudolysinimonas","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Pseudolysinimonas;Pseudolysinimonas kribbensis"
"Mycetocola manganoxydans","coccus",0.3,0.35,1.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola manganoxydans"
"Paracoccus limosus","rod",0.85,1,1.176470588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus limosus"
"Tsuneonella rigui","rod",0.5,0.61,1.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Tsuneonella","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella;Tsuneonella rigui"
"Blastococcus litoris","coccus",0.9,1.1,1.222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,326,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Blastococcus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus litoris"
"Kocuria salina","coccus",0.9,1.1,1.222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Kocuria","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria salina"
"Altericroceibacterium xinjiangense","ovoid",1.15,1.45,1.260869565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,70,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altericroceibacterium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altericroceibacterium;Altericroceibacterium xinjiangense"
"Caulifigura coniformis","",1,1.3,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,808,"Bacteria","Pseudomonadati","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Caulifigura;Caulifigura coniformis"
"Noviherbaspirillum malthae","rod",1.1,1.5,1.363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;Noviherbaspirillum malthae"
"Skermanella pratensis","rod",0.95,1.3,1.368421053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella pratensis"
"Cellulomonas aerilata","ovoid",0.9,1.3,1.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,258,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas aerilata"
"Mucilaginibacter hurinus","rod",0.45,0.65,1.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,239,"Bacteria","Pseudomonadati","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Bacteria;Pseudomonadati;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter hurinus"
"Mycetocola miduiensis","rod",0.45,0.65,1.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Mycetocola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola;Mycetocola miduiensis"
"Nakamurella deserti","coccus",0.9,1.3,1.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Nakamurellales","Nakamurellaceae","Nakamurella","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Nakamurellales;Nakamurellaceae;Nakamurella;Nakamurella deserti"
"Actinoallomurus amamiensis","rod",0.75,1.1,1.466666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus amamiensis"
"Edaphobaculum flavum","rod",0.6,0.9,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4665,"Bacteria","Pseudomonadati","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Edaphobaculum","Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum"
"Taibaiella soli","ovoid",1,1.5,1.5,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4060,"Bacteria","Pseudomonadati","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Taibaiella","Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella;Taibaiella soli"
"Steroidobacter denitrificans","rod",0.4,0.61,1.525,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,245,"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;Steroidobacter denitrificans"
"Methylobacterium jeotgali","rod",0.85,1.3,1.529411765,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,11023,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium jeotgali"
"Polymorphospora rubra","rod",0.75,1.15,1.533333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Polymorphospora","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Polymorphospora;Polymorphospora rubra"
"Subtercola lobariae","rod",0.55,0.85,1.545454545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Subtercola","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Subtercola;Subtercola lobariae"
"Tsuneonella aeria","ovoid",0.55,0.85,1.545454545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Tsuneonella","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella;Tsuneonella aeria"
"Chthoniobacter flavus","ovoid",0.9,1.4,1.555555556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,251,"Bacteria","Pseudomonadati","Verrucomicrobiota","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","Bacteria;Pseudomonadati;Verrucomicrobiota;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;Chthoniobacter flavus"
"Naasia aerilata","rod",1.8,2.8,1.555555556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,463,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Naasia","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Naasia;Naasia aerilata"
"Angustibacter aerolatus","rod",1.05,1.65,1.571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Kineosporiales","Kineosporiaceae","Angustibacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter aerolatus"
"Amnibacterium kyonggiense","rod",0.175,0.275,1.571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Amnibacterium","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Amnibacterium;Amnibacterium kyonggiense"
"Bythopirellula polymerisocia","",0.7,1.1,1.571428571,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,188,"Bacteria","Pseudomonadati","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Bythopirellula","Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Bythopirellula;Bythopirellula polymerisocia"
"Arthrobacter crusticola","rod",0.6,0.95,1.583333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter crusticola"
"Granulicella mallensis","rod",0.6,0.95,1.583333333,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,"Bacteria","Pseudomonadati","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella","Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Granulicella;Granulicella mallensis"
"Devosia submarina","rod",1,1.6,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2342,"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia submarina"
